BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 16
	and p_type like '%BRASS'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'AMERICA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'AMERICA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9995.18 | Supplier#000024066        | PERU                      |    524065 | Manufacturer#4            | CaiBTBTvHdFo3EwYUXSXMWmr9VgCzKka6sM1EWl9 | 27-188-860-4114 | efully regular requests. dependencies are carefully slyly pending foxes. f
   9994.83 | Supplier#000052301        | CANADA                    |    427296 | Manufacturer#5            | tEE5cTg1Xv3tOKaAhfMfCDfybQFISdtt8V       | 13-437-784-3548 | re always instructions. ideas must have to detec
   9993.93 | Supplier#000097117        | BRAZIL                    |    372113 | Manufacturer#1            | xnJNle1uJWuSfdDbOH1KACKrCaO1RBcguiR      | 12-331-393-6337 | ss the special deposits. pinto beans along the even requests cajo
   9993.11 | Supplier#000048114        | CANADA                    |   1773062 | Manufacturer#2            | GviL7PxU8q1htWmn9u2oKxDV                 | 13-761-118-8413 | quickly unusual ideas. regular requests 
   9987.12 | Supplier#000010499        | CANADA                    |   1385485 | Manufacturer#5            | AmZQ39jp9jb1Ji87VMNGPqi                  | 13-674-654-2335 | ckly quickly express requests. carefully regular dependen
   9987.04 | Supplier#000015601        | PERU                      |    465592 | Manufacturer#2            | 2UvlYtOSEoYOCYrgeWxjeIn7NLnx             | 27-993-727-8949 | ronic platelets. final asymptotes affix. silent packages ca
   9984.78 | Supplier#000066482        | CANADA                    |    641475 | Manufacturer#3            | S37cy4w3iqLE                             | 13-662-729-6570 | lose ideas around the final, pending requests thrash instead of the blit
   9984.53 | Supplier#000022901        | BRAZIL                    |   1297888 | Manufacturer#1            | WpwlX9aQLO5ASnsZVD40                     | 12-240-545-3477 | silent, even ideas sleep above the slyly bold 
   9981.32 | Supplier#000023706        | ARGENTINA                 |   1248669 | Manufacturer#1            | xUfWLcF8cnBxYQOWAZKvvzluL                | 11-352-425-1666 | y unusual platelets haggle quickly above the attainments. fluffily unusu
   9980.74 | Supplier#000099272        | BRAZIL                    |   1199271 | Manufacturer#4            | Inuon6nxfsjvR1LPl                        | 12-154-201-7725 | t carefully blithely final deposits. idly final pinto b
   9978.74 | Supplier#000039340        | PERU                      |   1189317 | Manufacturer#4            | tmlKrifVfGql27v4o0RLmzJsRPi35N           | 27-618-115-9428 | le carefully brave packages. quickly pending ideas in place of
   9973.18 | Supplier#000091752        | BRAZIL                    |    416739 | Manufacturer#1            | 80KVvLK6dUkoABwNGiyPFX op5CMe5bm96GQSs   | 12-711-877-1254 | re about the quickly even foxes. regular requests
   9973.18 | Supplier#000091752        | BRAZIL                    |   1566736 | Manufacturer#2            | 80KVvLK6dUkoABwNGiyPFX op5CMe5bm96GQSs   | 12-711-877-1254 | re about the quickly even foxes. regular requests
   9968.32 | Supplier#000014067        | ARGENTINA                 |   1114066 | Manufacturer#2            | MJJhDdlV68Yii0f                          | 11-279-553-5167 | l dugouts boost. blithely pending platelets are slyly along the regular pint
   9968.18 | Supplier#000099805        | UNITED STATES             |    374801 | Manufacturer#5            | 0BbkqHXBLEcpa4sBkr59wmW9LH9f1,P,         | 34-256-507-3314 |  for the regular ideas. slyly regular asymptotes sle
   9967.59 | Supplier#000018870        | PERU                      |    743848 | Manufacturer#2            | hwB04ilx,UFt                             | 27-404-186-6388 | y pending packages. deposits haggle b
   9967.59 | Supplier#000018870        | PERU                      |   1493855 | Manufacturer#3            | hwB04ilx,UFt                             | 27-404-186-6388 | y pending packages. deposits haggle b
   9967.59 | Supplier#000018870        | PERU                      |   1543824 | Manufacturer#3            | hwB04ilx,UFt                             | 27-404-186-6388 | y pending packages. deposits haggle b
   9966.66 | Supplier#000090941        | ARGENTINA                 |    165939 | Manufacturer#4            | rk97okEewX1X2BObhudcaNG7BICYVGXI2c9POE   | 11-433-145-1954 | usly sly theodolites against the carefully pend
   9964.95 | Supplier#000050887        | UNITED STATES             |   1450886 | Manufacturer#5            | TxMfdIdOnEINgaEhlL,5nHuIEjuinBHnfPIdWiLM | 34-192-506-6272 |  nag even, special packages. careful
    9962.7 | Supplier#000092269        | CANADA                    |    367265 | Manufacturer#1            | 6OtjVGtiRdkwHFGvVodp1g                   | 13-590-410-4638 | s. slyly regular packages are alongside of the carefully exp
   9962.19 | Supplier#000031326        | UNITED STATES             |    181323 | Manufacturer#5            | UOJ5g9oU7hk3MHLOps5X3oVAUHJ05jF8z29RsPoX | 34-753-267-7829 | carefully regular accounts ar
   9961.16 | Supplier#000066536        | PERU                      |   1191502 | Manufacturer#5            | ngShViXD5EZGI28                          | 27-704-250-5277 |  beans cajole carefully. even packages wake blithely slyly final asymptotes. exp
    9961.1 | Supplier#000025076        | BRAZIL                    |   1600059 | Manufacturer#2            | W8mEhSu,P0WWZasaRBl8B6kc                 | 12-990-509-5364 | the furiously regular accounts use slyly
   9960.06 | Supplier#000055916        | UNITED STATES             |   1205891 | Manufacturer#4            | pIRvOiz7oN2L1CrhfEXAC0AMo                | 34-678-188-6184 | beans. instructions sleep even, unusual instructions. furiously even dep
   9960.06 | Supplier#000055916        | UNITED STATES             |   1255915 | Manufacturer#2            | pIRvOiz7oN2L1CrhfEXAC0AMo                | 34-678-188-6184 | beans. instructions sleep even, unusual instructions. furiously even dep
   9960.06 | Supplier#000055916        | UNITED STATES             |   1805879 | Manufacturer#5            | pIRvOiz7oN2L1CrhfEXAC0AMo                | 34-678-188-6184 | beans. instructions sleep even, unusual instructions. furiously even dep
   9959.88 | Supplier#000005696        | BRAZIL                    |   1305695 | Manufacturer#1            | a8mRYpNQHaBi0x5TYejuHPn,cb               | 12-622-757-1711 | ages. furiously final courts boost slyly slyly ironic accounts. unusual packages cajole. stealth
   9957.74 | Supplier#000014310        | ARGENTINA                 |    289307 | Manufacturer#4            | Qi7TWRjx3dpxwwnbpvXpl68                  | 11-342-931-8479 | lly. unusual, express requests haggle. 
   9957.74 | Supplier#000014310        | ARGENTINA                 |   1289297 | Manufacturer#1            | Qi7TWRjx3dpxwwnbpvXpl68                  | 11-342-931-8479 | lly. unusual, express requests haggle. 
   9956.17 | Supplier#000047022        | CANADA                    |   1671973 | Manufacturer#2            | KKs59GGS,QHk                             | 13-242-301-2776 | le blithely over the furiously express requests: excuses boost. caref
   9954.99 | Supplier#000050830        | CANADA                    |    425825 | Manufacturer#2            | 1oQ8iygPTdCBtz3Mf4Ol,N4wlVzAbqt          | 13-121-628-3805 | nding theodolites. carefully express inst
   9950.25 | Supplier#000087016        | CANADA                    |    112012 | Manufacturer#1            | 9bCwRJhsfJj                              | 13-491-176-9052 | he carefully special packag
   9947.62 | Supplier#000059045        | ARGENTINA                 |      9044 | Manufacturer#3            | hdi5zKHmL0UDWoqA3Jl9qUGMB7CKZ1           | 11-984-172-1001 | xpress, ironic foxes around the accounts wake slyly according to the ironic accounts
   9946.62 | Supplier#000026894        | BRAZIL                    |     76893 | Manufacturer#3            | zsuYhA9n6CathESYr,BSZu5twMC4b            | 12-208-934-3709 |  quickly. blithely silent ideas hinder slyly. ironic 
   9936.46 | Supplier#000088013        | CANADA                    |     38012 | Manufacturer#3            | 9J8MLXqaES8JAKq9CL                       | 13-890-644-8924 | ording to the blithely special requests grow fluffily agai
    9935.3 | Supplier#000036589        | PERU                      |    286584 | Manufacturer#2            | xk3tq6p,i3PRi5L2MSqZ,0IF2                | 27-141-194-4187 | ld frets. carefully bold requests sleep carefully silent pinto beans. 
   9930.72 | Supplier#000036543        | UNITED STATES             |   1511527 | Manufacturer#3            | FdfESt,aqJBPsXqQnPPTAgtARfhHBB36xOV      | 34-789-417-1136 | ar, final requests. ironic, final theodolites boost carefully above the 
   9930.72 | Supplier#000036543        | UNITED STATES             |   1936542 | Manufacturer#2            | FdfESt,aqJBPsXqQnPPTAgtARfhHBB36xOV      | 34-789-417-1136 | ar, final requests. ironic, final theodolites boost carefully above the 
   9930.61 | Supplier#000041647        | CANADA                    |     41646 | Manufacturer#4            | a1oNcKXj118mJt,NdPQm2Md                  | 13-839-115-6488 | fluffily special dinos. enticingly final forges sleep quickly? car
   9930.61 | Supplier#000041647        | CANADA                    |   1816628 | Manufacturer#3            | a1oNcKXj118mJt,NdPQm2Md                  | 13-839-115-6488 | fluffily special dinos. enticingly final forges sleep quickly? car
   9930.22 | Supplier#000087804        | BRAZIL                    |    887803 | Manufacturer#2            | yCMclCR0Vd0l3RYiGYzYGWJpKSOQOej82TfS     | 12-484-756-8982 | foxes boost around the sly pinto
   9929.34 | Supplier#000057849        | PERU                      |   1157848 | Manufacturer#2            | 2FPHR9w9TPG4n75q,9XfXuBzZCr6fSv9Vxu      | 27-243-309-5348 | fix accounts. theodolites are blithely ac
   9928.55 | Supplier#000035413        | CANADA                    |    635412 | Manufacturer#4            | w87qbjs57RjI9BZqik,kjeF                  | 13-476-871-5150 | etect blithely. slyly unusual requests mold qu
   9926.57 | Supplier#000017817        | UNITED STATES             |    792809 | Manufacturer#3            | XBkbJIJVgvZ WJ                           | 34-183-673-3948 | efully bold deposits. final notornis nag. slyly express platelets among the ironic warhorses
    9923.4 | Supplier#000058097        | ARGENTINA                 |   1383057 | Manufacturer#4            | aIF4uckQFrNg7ndAi6PLqjTv1kdHVq7OqKFF     | 11-366-468-1405 | onic pinto beans after the carefully pending grouches wake express platelets. quickly even foxes 
   9922.73 | Supplier#000036806        | ARGENTINA                 |   1261769 | Manufacturer#1            | UXZUe1TB2tU6,Jn8gEZOec938LYAy            | 11-712-312-9745 | ironic requests. slyly unusual deposits affi
   9919.06 | Supplier#000028426        | ARGENTINA                 |    303422 | Manufacturer#1            | AIupyQiigh6UaPbBGloMbFFAJH7BAAlV         | 11-151-721-3599 | osits among the blithely pending deposits are deposits. blithely final 
      9919 | Supplier#000039578        | PERU                      |    964550 | Manufacturer#4            | UBRvsVUtYLccfTtkt8tre 8o,YjtMqOGx8NE1P   | 27-479-198-8486 | cial requests. accounts are furiously carefully idle dolphins. asymptotes haggle aga
   9918.27 | Supplier#000099441        | PERU                      |    624422 | Manufacturer#5            |   ,hPBeodx0uvl06cWVbxdxdvzexcnkNKEouh4   | 27-860-110-9649 | l foxes haggle fluffily according to the pending, unusual requests. pending deposits use carefull
   9912.79 | Supplier#000048773        | UNITED STATES             |    973745 | Manufacturer#3            | BAPuzmwU3OTms                            | 34-954-369-3706 | losely furiously pending orbits. instructions sleep 
   9909.83 | Supplier#000067061        | ARGENTINA                 |    567060 | Manufacturer#5            | 4JxTgNW5vH9sj                            | 11-712-439-2302 | ully packages. blithely regular deposits ha
   9904.08 | Supplier#000068454        | CANADA                    |    218449 | Manufacturer#4            | xVOhuDC8on3Bs,2nt7Jz09JDzP X             | 13-576-746-2524 | ecial waters despite the unusual, final instructions are carefully fluffily ironic reque
   9904.08 | Supplier#000068454        | CANADA                    |   1468453 | Manufacturer#5            | xVOhuDC8on3Bs,2nt7Jz09JDzP X             | 13-576-746-2524 | ecial waters despite the unusual, final instructions are carefully fluffily ironic reque
