BEGIN;
BEGIN
select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'blush%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= '1994-01-01'
					and l_shipdate < cast(date '1994-01-01' + interval '1 year' as date)
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
order by
	s_name;
          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000198        | ncWe9nTBqJETno
 Supplier#000000233        | Pu9mqssUjJNoqiGG4vfLTn3ENJnNPVrBNnXJM5Eb
 Supplier#000000290        | 6Bk06GVtwZaKqg01
 Supplier#000000322        | lB2qcFCrwazl7Qa
 Supplier#000000553        | a,liVofXbCJ
 Supplier#000000556        | g3QRUaiDAI1nQQPJLJfAa9W
 Supplier#000000580        | MuRScZH74veaM2
 Supplier#000000593        | qvlFqgoEMzzksE2uQlchYQ8V
 Supplier#000000605        | wdwiNoNT8pVHOTHQ8jhVzaOTkU
 Supplier#000000674        | jMxLRDxoP1Pf kzzyMVIfLB
 Supplier#000000769        | ak2320fUkG
 Supplier#000000780        | ,G6UHU26b8dkvwpYiM,
 Supplier#000000822        | 0NJZiE1bKnpzqT j,0
 Supplier#000001034        |  L3kwDU2COZtFFiv wR1669zh4KrEzZ5xNlc6Ag5
 Supplier#000001144        | 6cmLWYN1jl pFXSrHuyrFryFWqB
 Supplier#000001198        | vRfsLGzF6aE2XhsqgmJFUHGmMHepJW3X
 Supplier#000001223        | 3OAireaY3KvX
 Supplier#000001239        | w7zZA8K5TcHMmFtojh3uGVOPHTaPIwE
 Supplier#000001285        | 6GzzLGh7I9P3LhBWnTz,L2gECjp1P1I9mq4TaaK
 Supplier#000001288        | zE,7HgVPrCn
 Supplier#000001290        | Bvnw5RTAURgqNceiR7a00JYiyM1Tdyt
 Supplier#000001331        | 6 n,NZ875vge3mSHRgD,
 Supplier#000001398        | H1l294pHv2YCA2hQztBZsLGsBmhVBRRh
 Supplier#000001508        | Uik2a28GvBBd7R7Y21wjT5
 Supplier#000001604        | JQqqQ1FeZHi2UV9Ji2o8WW,1w4ZdYHoA v0m,g
 Supplier#000001617        | jnnhvsWAe9I5qanmlc
 Supplier#000001656        | HPkORETlxwqmcVjpGe1nbuzQ3Zr4R 5,b7Oks
 Supplier#000001750        | r5RrPrq7oX2xG2xqhHM6tddxzXX4kAPUtwWvYTcb
 Supplier#000001776        | T3DN kKgRFwZQAfUuH1rAWw8qS
 Supplier#000001784        | WwxpO7ccLORAYgPyH
 Supplier#000001813        | gwAsLzBQXy
 Supplier#000001845        | Qxx8BfLUs8c1D2umIcr
 Supplier#000001923        | cBl0vlisChmBdQc8Kc6FYLFV
 Supplier#000001947        | ldbSOVHowulGQRaNF3a7zTj9y5N
